Timestamp,PreprocessMs,InferenceMs,PostprocessMs,TotalMs
2026-06-07 17:00:03.586,4.815,14.558,1.451,20.825
2026-06-07 17:00:03.634,4.831,15.569,0.905,21.307
2026-06-07 17:00:03.669,4.696,15.328,1.640,21.664
2026-06-07 17:00:03.699,4.928,14.773,1.445,21.147
2026-06-07 17:00:03.747,5.120,15.371,0.867,21.358
2026-06-07 17:00:03.778,5.586,14.906,1.529,22.021
2026-06-07 17:00:03.826,5.004,14.642,1.452,21.098
2026-06-07 17:00:03.871,4.824,15.408,0.823,21.055
2026-06-07 17:00:03.920,4.743,14.434,1.461,20.639
2026-06-07 17:00:03.968,4.830,14.641,1.518,20.989
2026-06-07 17:00:04.016,4.901,15.549,0.798,21.248
2026-06-07 17:00:04.064,4.840,14.400,1.484,20.723
2026-06-07 17:00:04.112,4.969,14.910,1.704,21.584
2026-06-07 17:00:04.146,6.994,14.426,0.920,22.340
2026-06-07 17:00:04.191,4.689,14.616,1.457,20.763
2026-06-07 17:00:04.239,4.642,14.456,1.692,20.790
2026-06-07 17:00:04.273,4.997,16.152,0.821,21.970
2026-06-07 17:00:04.318,4.683,14.430,1.464,20.576
2026-06-07 17:00:04.366,4.761,14.265,1.450,20.477
2026-06-07 17:00:04.415,4.850,15.302,0.790,20.942
2026-06-07 17:00:04.462,4.890,14.627,1.486,21.002
2026-06-07 17:00:04.508,4.781,14.439,0.836,20.056
2026-06-07 17:00:04.557,5.019,15.331,1.469,21.820
2026-06-07 17:00:04.604,4.848,14.680,1.464,20.993
2026-06-07 17:00:04.651,4.791,14.610,0.858,20.260
2026-06-07 17:00:04.686,4.812,15.630,1.467,21.909
2026-06-07 17:00:04.732,4.892,14.649,1.729,21.270
2026-06-07 17:00:04.763,4.836,14.530,0.947,20.314
2026-06-07 17:00:04.812,4.936,14.409,1.526,20.870
2026-06-07 17:00:04.860,4.772,14.836,1.492,21.101
2026-06-07 17:00:04.906,4.711,14.452,0.795,19.958
2026-06-07 17:00:04.956,4.801,15.690,1.457,21.947
2026-06-07 17:00:05.003,5.096,14.754,1.680,21.531
2026-06-07 17:00:05.035,4.812,14.476,0.802,20.091
2026-06-07 17:00:05.083,4.842,15.384,1.455,21.681
2026-06-07 17:00:05.129,4.745,14.426,1.460,20.632
2026-06-07 17:00:05.176,4.855,14.597,0.866,20.318
2026-06-07 17:00:05.211,4.801,15.110,1.606,21.517
2026-06-07 17:00:05.244,4.775,14.456,1.437,20.669
2026-06-07 17:00:05.288,5.259,14.300,0.796,20.355
2026-06-07 17:00:05.337,4.992,15.308,1.457,21.758
2026-06-07 17:00:05.384,4.806,14.334,1.446,20.586
2026-06-07 17:00:05.432,4.840,14.411,0.793,20.044
2026-06-07 17:00:05.480,4.981,14.825,1.536,21.343
2026-06-07 17:00:05.528,4.756,14.619,1.491,20.867
2026-06-07 17:00:05.574,4.824,14.404,0.811,20.040
2026-06-07 17:00:05.626,4.923,18.161,1.453,24.537
2026-06-07 17:00:05.672,4.782,17.035,0.809,22.627
2026-06-07 17:00:05.720,4.674,17.275,1.455,23.404
2026-06-07 17:00:05.769,5.172,17.996,1.608,24.776
2026-06-07 17:00:05.800,5.382,17.785,0.845,24.012
2026-06-07 17:00:05.847,4.886,17.063,1.440,23.391
2026-06-07 17:00:05.895,4.841,17.515,1.470,23.826
2026-06-07 17:00:05.942,4.869,17.451,0.789,23.110
2026-06-07 17:00:05.990,4.828,17.048,1.442,23.318
2026-06-07 17:00:06.040,4.967,19.038,1.439,25.444
2026-06-07 17:00:06.085,5.005,17.656,0.790,23.452
2026-06-07 17:00:06.134,5.020,17.709,1.449,24.178
2026-06-07 17:00:06.182,5.523,17.706,1.433,24.663
2026-06-07 17:00:06.228,4.820,17.488,0.806,23.114
2026-06-07 17:00:06.277,4.871,17.359,1.462,23.693
2026-06-07 17:00:06.325,5.468,17.239,1.439,24.146
2026-06-07 17:00:06.371,4.747,17.398,0.785,22.930
2026-06-07 17:00:06.419,4.830,17.424,1.455,23.710
2026-06-07 17:00:06.469,5.374,17.900,1.436,24.710
2026-06-07 17:00:06.514,4.749,17.197,0.789,22.735
2026-06-07 17:00:06.563,4.869,17.817,1.446,24.132
2026-06-07 17:00:06.611,4.793,18.318,1.446,24.557
2026-06-07 17:00:06.657,4.763,17.596,0.864,23.223
2026-06-07 17:00:06.690,4.627,17.488,1.447,23.562
2026-06-07 17:00:06.738,4.961,18.440,0.789,24.190
2026-06-07 17:00:06.785,5.091,18.567,1.671,25.330
2026-06-07 17:00:06.822,4.777,17.455,1.439,23.671
2026-06-07 17:00:06.866,4.789,18.973,0.786,24.548
2026-06-07 17:00:06.913,4.798,17.969,1.475,24.243
2026-06-07 17:00:06.960,4.817,17.488,1.439,23.744
