Timestamp,PreprocessMs,InferenceMs,PostprocessMs,TotalMs
2026-06-07 18:05:52.908,6.433,14.599,0.947,21.979
2026-06-07 18:05:52.946,6.995,15.240,1.568,23.803
2026-06-07 18:05:53.014,7.288,15.068,5.258,27.614
2026-06-07 18:05:53.040,4.885,12.885,1.028,18.800
2026-06-07 18:05:53.107,4.921,13.840,2.353,21.116
2026-06-07 18:05:53.138,6.177,14.916,1.347,22.440
2026-06-07 18:05:53.204,4.710,13.904,0.872,19.486
2026-06-07 18:05:53.306,5.214,14.805,1.343,21.362
2026-06-07 18:05:53.409,4.852,15.534,1.474,21.862
2026-06-07 18:05:53.435,4.920,14.356,0.860,20.137
2026-06-07 18:05:53.509,4.818,14.851,1.370,21.040
2026-06-07 18:05:53.615,5.644,14.516,7.362,27.523
2026-06-07 18:05:53.636,4.394,12.717,0.807,17.918
2026-06-07 18:05:53.725,5.538,13.476,16.316,35.331
2026-06-07 18:05:53.808,4.713,14.668,1.597,20.979
2026-06-07 18:05:53.911,6.439,13.909,1.172,21.520
2026-06-07 18:05:53.941,4.959,14.693,1.368,21.021
2026-06-07 18:05:54.014,5.158,14.507,0.813,20.479
2026-06-07 18:05:54.117,6.962,15.655,0.922,24.133
2026-06-07 18:05:54.145,4.945,15.807,1.411,22.163
2026-06-07 18:05:54.291,6.717,15.055,1.111,22.883
2026-06-07 18:05:54.325,5.943,13.966,1.643,21.553
2026-06-07 18:05:54.410,5.092,14.291,1.490,20.873
2026-06-07 18:05:54.501,6.353,14.996,1.165,22.513
2026-06-07 18:05:54.534,5.349,13.421,1.503,20.273
2026-06-07 18:05:54.612,4.691,14.395,19.284,38.370
2026-06-07 18:05:54.696,4.318,12.451,0.847,17.616
2026-06-07 18:05:54.808,4.653,12.856,1.380,18.889
2026-06-07 18:05:54.847,6.619,15.799,1.586,24.004
2026-06-07 18:05:54.942,4.678,17.562,1.087,23.329
2026-06-07 18:05:54.972,4.318,15.103,1.423,20.843
2026-06-07 18:05:55.055,8.052,13.878,13.704,35.634
2026-06-07 18:05:55.141,5.476,14.418,0.845,20.740
2026-06-07 18:05:55.241,4.539,13.639,1.581,19.759
2026-06-07 18:05:55.264,4.681,12.466,2.063,19.212
2026-06-07 18:05:55.342,5.013,14.167,1.026,20.206
2026-06-07 18:05:55.371,4.455,12.543,1.380,18.379
2026-06-07 18:05:55.444,6.510,14.505,1.344,22.359
2026-06-07 18:05:55.544,6.967,14.262,1.063,22.291
2026-06-07 18:05:55.569,4.565,14.154,1.368,20.087
2026-06-07 18:05:55.643,5.391,13.190,1.390,19.971
2026-06-07 18:05:55.745,5.809,14.290,0.959,21.058
2026-06-07 18:05:55.773,4.390,12.194,1.472,18.057
2026-06-07 18:05:55.844,4.616,13.972,1.296,19.884
2026-06-07 18:05:55.958,5.418,14.977,9.893,30.289
2026-06-07 18:05:55.985,4.733,13.483,1.716,19.933
2026-06-07 18:05:56.048,4.931,14.333,1.665,20.930
2026-06-07 18:05:56.163,5.402,14.917,14.949,35.268
2026-06-07 18:05:56.250,6.289,13.470,1.320,21.079
